system:index,date,u_component_of_wind_10m,v_component_of_wind_10m,.geo
20030225,2003-02-25,-0.566802488362896,1.3247263890722651,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030226,2003-02-26,-0.5939081982989943,1.7136842617103138,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030227,2003-02-27,-1.815764053077471,1.798216745227782,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030228,2003-02-28,-1.7428457199809415,1.362344140769498,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030301,2003-03-01,-0.4952928311364793,1.4095864547120733,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030302,2003-03-02,-0.5075016158692454,1.5140956550766622,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030303,2003-03-03,-0.5104463530035174,1.0227898725799751,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030304,2003-03-04,-0.04419486551186636,-1.879499892828381,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030305,2003-03-05,-2.126818627343008,-2.3203077058003196,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030306,2003-03-06,-2.2427580387163117,-1.2098865133408943,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030307,2003-03-07,-2.070746559373974,-0.8457054617318924,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030308,2003-03-08,-2.07575114155461,0.7396694125702901,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030309,2003-03-09,-2.0286428199943045,1.6157150716270436,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030310,2003-03-10,-1.646851989778093,2.565201490021783,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030311,2003-03-11,-0.4439942521158282,2.741348139337033,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030312,2003-03-12,-1.5540006165140388,2.698826436375755,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030313,2003-03-13,-2.0730065627467438,2.064027954479447,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030314,2003-03-14,-0.8364404191182276,1.2463222808691656,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030315,2003-03-15,-0.24750319403711413,1.382417233713464,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030316,2003-03-16,-0.6347811394903972,2.049036287080201,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030317,2003-03-17,-1.4610538135884983,1.8868618691525676,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030318,2003-03-18,-1.4150934619787798,2.1928322095298842,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030319,2003-03-19,-1.0337796525852407,1.7130929452322532,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030320,2003-03-20,-1.5248550093981832,0.6724824665774856,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030321,2003-03-21,-1.9507216422251903,1.0665873665047114,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030322,2003-03-22,-2.0263142137707475,1.4994844559479248,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030323,2003-03-23,-0.85425818549121,0.6268250220404449,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030324,2003-03-24,-0.2269723541112679,0.6733687792671815,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030325,2003-03-25,0.2607113037221702,1.1878216714314738,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030326,2003-03-26,-0.6356986381875903,1.8293177964185747,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030327,2003-03-27,-0.1193227434541799,1.79834140111207,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030328,2003-03-28,-0.351813953095053,1.9744893064008384,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030329,2003-03-29,-0.6409164385684523,1.8161500654748832,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030330,2003-03-30,-0.14856261651492797,0.7290251781763717,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030331,2003-03-31,0.6725009897443122,-1.853134969657487,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030401,2003-04-01,-0.3938171904320558,-1.448725053571533,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030402,2003-04-02,-0.12607375043931018,2.186406883320574,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030403,2003-04-03,1.2657938835506526,0.2929376901559587,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030404,2003-04-04,3.088952370722603,0.35755982441307876,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030405,2003-04-05,0.2740781758280844,-0.6439610354934823,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030406,2003-04-06,-1.8847237305669184,1.022000101426707,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030407,2003-04-07,-1.403612730951694,0.4528175089454231,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030408,2003-04-08,-0.3311262634483778,-0.2413317206429231,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030409,2003-04-09,-1.6217543512724746,0.9251065749016829,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030410,2003-04-10,-2.236884368363885,1.5595508913170173,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030411,2003-04-11,-1.5881445769583409,1.8170314241283827,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030412,2003-04-12,-0.37574852711177803,1.1950560313757193,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030413,2003-04-13,-0.17789335152966304,0.9637540850667227,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030414,2003-04-14,-0.13200739923281093,1.2257425226181617,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030415,2003-04-15,-0.6139720464157749,0.9184909264594316,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030416,2003-04-16,-1.3223950948089616,1.3542426000020955,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030417,2003-04-17,0.3771334520612802,1.1514170757258555,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030418,2003-04-18,1.5311602109743256,1.077813009464907,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030419,2003-04-19,0.985702781185023,0.5982863481590134,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030420,2003-04-20,-0.10030705095263007,1.0016932595757513,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030421,2003-04-21,-0.630240938935919,1.5563809913862177,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030422,2003-04-22,0.04763207670791151,1.2813137220204145,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030423,2003-04-23,0.45289028040085766,1.5001550324186963,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030424,2003-04-24,1.1413549737440063,1.4288453004862778,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030425,2003-04-25,0.5759624074971966,1.2168542863773064,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030426,2003-04-26,-0.25718165744067434,1.723889870388765,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030427,2003-04-27,-1.1951168862270287,2.514825901607725,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030428,2003-04-28,-1.7456869149235557,1.957975858092045,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030429,2003-04-29,-2.0919247190973835,2.447774312305013,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030430,2003-04-30,-1.5348698267008218,2.6116398967603724,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030501,2003-05-01,-0.30587659757107505,2.3194777442360635,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030502,2003-05-02,-0.01517519276710081,2.5902835780723783,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030503,2003-05-03,2.006855952090166,0.4554729587772117,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030504,2003-05-04,0.6748679759116721,-1.4945940571576273,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030505,2003-05-05,0.3435084736906676,-0.742154186402154,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030506,2003-05-06,1.783757783344115,-1.0425388597042309,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030507,2003-05-07,0.35625659045023106,-1.454269794316246,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030508,2003-05-08,-1.1791611096609877,0.3357149178195932,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030509,2003-05-09,-0.8503420795187591,1.0417245213554314,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030510,2003-05-10,-1.1794781611426282,1.1912783785843355,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030511,2003-05-11,-0.6795181218409845,0.4740957615433367,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030512,2003-05-12,-0.5643487728931723,1.1294338375481876,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030513,2003-05-13,0.07966035159162017,0.6466719121958284,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030514,2003-05-14,0.12276482029401747,-0.6207805893008123,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030515,2003-05-15,0.8866144577387288,-1.2865412273491355,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030516,2003-05-16,0.6978659153560834,-2.1707430726854624,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030517,2003-05-17,1.7696580577546053,-2.547757311307874,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030518,2003-05-18,3.585918741027371,-2.09619145797243,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030519,2003-05-19,3.703355711483366,-1.8582693252013491,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030520,2003-05-20,2.850356544210067,-2.167627277027489,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030521,2003-05-21,2.512238067282649,-1.993945755706816,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030522,2003-05-22,3.222205694657901,-2.370562959608474,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030523,2003-05-23,3.077662845534586,-2.149797598474555,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030524,2003-05-24,2.4479854995214905,-2.2488266151030873,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030525,2003-05-25,1.663767998504349,-2.2199793367671847,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030526,2003-05-26,2.0963148121860486,-3.0141244543451946,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030527,2003-05-27,2.721063170070175,-3.1082337654744445,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030528,2003-05-28,2.4924276230515603,-2.2669356140654706,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030529,2003-05-29,2.8057786263940994,-1.9454689318351222,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030530,2003-05-30,1.8667344544310263,-2.126965906248571,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030531,2003-05-31,3.206779175136369,-2.179153922190394,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030601,2003-06-01,1.62685867906807,-2.8678485215176313,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030602,2003-06-02,1.991423953738029,-2.749537307757418,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030603,2003-06-03,3.311245271986944,-1.074873397838328,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030604,2003-06-04,3.6391754635460187,-0.09192021867971499,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030605,2003-06-05,4.8802496424774,-0.0896495577659747,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030606,2003-06-06,5.416994712802363,-0.37256294982404214,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030607,2003-06-07,4.4406513659601785,-0.7192663508842305,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030608,2003-06-08,4.292878323336998,0.5815416970335708,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030609,2003-06-09,3.0622664826402173,0.6597707554511107,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030610,2003-06-10,3.169136586688585,0.8903453985081748,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030611,2003-06-11,3.1221939896882196,1.095975026863538,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030612,2003-06-12,3.3672842639339366,0.7980880375638432,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030613,2003-06-13,3.4323882988291112,1.115340308841588,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030614,2003-06-14,3.1985250187146606,1.586735479228706,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030615,2003-06-15,3.3480166944909127,2.746950600025288,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030616,2003-06-16,4.271767102604227,2.0075955820680993,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030617,2003-06-17,4.284061891654411,0.8349663510177457,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030618,2003-06-18,5.2863180814425865,1.1711932280289585,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030619,2003-06-19,5.722083334919677,1.6091478707411315,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030620,2003-06-20,5.521034034164084,1.4042707195841249,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030621,2003-06-21,5.687684045830807,1.1817223307112732,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030622,2003-06-22,4.820576442272012,0.5596610588509291,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030623,2003-06-23,4.767618498947956,-0.12712977672548118,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030624,2003-06-24,3.884194420087929,0.07329742421884922,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030625,2003-06-25,4.282535679913551,0.4121113541272057,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030626,2003-06-26,4.349791866813365,0.3426202264383716,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030627,2003-06-27,4.222302956960417,0.3996483338783727,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030628,2003-06-28,4.78451823055697,0.2571774791200564,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030629,2003-06-29,5.194377550984809,0.5909712137440073,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030630,2003-06-30,5.087722251525752,0.2811480894061192,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030701,2003-07-01,3.8708979122896765,0.14668709177695155,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030702,2003-07-02,3.244131991874413,1.0107343230828416,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030703,2003-07-03,3.687182979778981,1.7342017884353607,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030704,2003-07-04,4.3227181880691345,0.8686890842080184,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030705,2003-07-05,3.420899729146736,0.2538969687147745,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030706,2003-07-06,4.391257901204097,0.7897863155179778,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030707,2003-07-07,5.651117872605374,0.0876271279816501,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030708,2003-07-08,4.905032808211717,-0.2701473304118902,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030709,2003-07-09,4.436895006270599,-0.47471306423416526,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030710,2003-07-10,4.3865056517607695,0.3991889813155703,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030711,2003-07-11,4.555763127057156,0.4735024011053806,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030712,2003-07-12,4.076959780223309,0.5743339525977254,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030713,2003-07-13,3.875919688027281,0.7615748065669417,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030714,2003-07-14,4.106262211164015,0.16787036470580907,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030715,2003-07-15,3.705903727519788,0.5658633552004979,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030716,2003-07-16,3.950877719570093,1.2719432728829372,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030717,2003-07-17,4.186022657059042,0.8969861209472865,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030718,2003-07-18,4.282153341368387,-0.4514325520233179,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030719,2003-07-19,4.613836413011181,-0.5245558160035869,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030720,2003-07-20,4.173363717613632,-0.006292734986976084,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030721,2003-07-21,3.8733369894109964,-0.19274214440233745,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030722,2003-07-22,4.361527576889219,-0.7084452895894177,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030723,2003-07-23,4.825998939699492,-0.005583556454709887,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030724,2003-07-24,5.37664733176837,0.9016771385556704,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030725,2003-07-25,5.838997865346755,1.0714564226265673,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030726,2003-07-26,6.3019844972966546,0.7525484896895677,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030727,2003-07-27,6.179467517720272,1.9682348634371525,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030728,2003-07-28,4.002609054186279,2.2000352672277677,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030729,2003-07-29,4.026446681367897,0.5836114927167868,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030730,2003-07-30,3.616132878282954,-0.7540332214424037,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030731,2003-07-31,3.1663370466378655,-0.45392381182603947,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030801,2003-08-01,2.8866476648964574,0.005640481734227145,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030802,2003-08-02,3.875834593500085,-0.06352340563609551,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030803,2003-08-03,4.294549330235524,-0.8419069151054634,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030804,2003-08-04,4.735506112736766,-1.3709860054759864,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030805,2003-08-05,4.331683166146587,-1.8930063593468234,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030806,2003-08-06,4.1503966038863895,-1.372329030857912,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030807,2003-08-07,4.466535646256414,-1.0509532481158355,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030808,2003-08-08,4.9010330404555065,-0.12361892927391212,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030809,2003-08-09,4.905562509766462,-0.32228401098598797,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030810,2003-08-10,3.570572789176293,-0.4080507636975953,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030811,2003-08-11,3.4557758891711856,0.06128885305339945,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030812,2003-08-12,3.666837407894999,-0.32267034349354506,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030813,2003-08-13,4.064016642344581,-0.7034043877837113,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030814,2003-08-14,4.576199287947471,-0.6728487550357114,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030815,2003-08-15,3.8486018882158155,-0.5946306851293759,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030816,2003-08-16,3.2938921165288857,-1.2365849638772703,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030817,2003-08-17,3.353596776131508,-1.3529254061441567,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030818,2003-08-18,3.815470385127915,-1.2749300563689916,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030819,2003-08-19,4.4568207532542825,-0.8663920192934944,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030820,2003-08-20,4.27508312443477,-0.3503606212051871,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030821,2003-08-21,3.699700568618644,-1.5619599744806902,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030822,2003-08-22,3.767154291056703,-2.383735282988341,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030823,2003-08-23,4.684574105394301,0.3810842784707433,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030824,2003-08-24,4.422869274427057,1.1295361003788038,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030825,2003-08-25,4.402134150990628,0.2378287874417287,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030826,2003-08-26,4.473740429011083,-0.39311979196385444,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030827,2003-08-27,4.770434621383888,-0.3039090121549235,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030828,2003-08-28,5.083073813247951,-0.02260512177069312,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030829,2003-08-29,4.715024883929859,0.6339081391173288,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030830,2003-08-30,4.582866941118995,0.6688489180176674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030831,2003-08-31,4.360094446515813,0.14978348455463897,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030901,2003-09-01,4.619436115099735,-0.38685703920020303,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030902,2003-09-02,4.212130490340429,-0.17659831038613724,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030903,2003-09-03,4.6792343656296485,-0.30249537236541824,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030904,2003-09-04,4.521919631867937,-0.8591592291956983,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030905,2003-09-05,4.597225496281739,-0.5785997370301822,"{""type"":""MultiPoint"",""coordinates"":[]}"
