system:index,date,u_component_of_wind_10m,v_component_of_wind_10m,.geo
20030221,2003-02-21,-0.37837946961379637,-0.629962841783244,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030222,2003-02-22,-0.048856510149471837,-0.8206522249617481,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030223,2003-02-23,0.32415871243973915,-1.1907651994130586,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030224,2003-02-24,0.4396625584017735,-1.4087725719310247,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030225,2003-02-25,1.3815965707147413,-1.5329783701144168,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030226,2003-02-26,1.021154265811478,-1.7986840951564458,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030227,2003-02-27,0.3921763345053115,-0.9866750951597518,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030228,2003-02-28,-0.04816982567783249,-1.117948529545222,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030301,2003-03-01,1.4124751801438373,-0.8092748191715311,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030302,2003-03-02,1.530513965825623,-1.1322803945351345,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030303,2003-03-03,0.770564996151259,-2.0838410692521845,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030304,2003-03-04,-1.2991993064346146,-1.801301711859014,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030305,2003-03-05,-1.4010743433168018,-0.9302756472842297,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030306,2003-03-06,-0.7422693084243427,-0.6715898755308519,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030307,2003-03-07,-1.3420720502163959,-0.5872815141350813,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030308,2003-03-08,-0.059686624058299186,0.3356785667067436,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030309,2003-03-09,1.6226808759655869,-0.7834347691720513,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030310,2003-03-10,1.739474664734383,-0.6172714003015402,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030311,2003-03-11,1.766304901074703,-0.7223284104883332,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030312,2003-03-12,0.6801182467594665,-1.1849137365615017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030313,2003-03-13,0.09881827841798164,-0.8015725680201651,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030314,2003-03-14,0.9660051399712258,-0.7175960056849849,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030315,2003-03-15,1.8924611989581297,-0.4465551052433581,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030316,2003-03-16,1.9225397438834309,-0.5660611946730527,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030317,2003-03-17,1.6594614913526236,-0.6250759005988809,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030318,2003-03-18,1.4333283017131766,-0.35768171095808576,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030319,2003-03-19,0.5486620493491315,-0.8538717328062666,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030320,2003-03-20,0.7033711476962454,-0.49430596887754397,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030321,2003-03-21,-0.285033085700467,-0.33150832734207597,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030322,2003-03-22,-0.1344333315296438,0.010435781752672539,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030323,2003-03-23,0.48808588320061086,-0.6684687392476443,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030324,2003-03-24,0.9988605649792965,-1.0911068187062534,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030325,2003-03-25,0.7653793735529606,-0.5483143548352732,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030326,2003-03-26,1.6927851496030373,-1.0370756457505226,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030327,2003-03-27,1.4754953988079191,-1.2253040348233901,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030328,2003-03-28,1.5005641985558478,-1.3110777362770287,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030329,2003-03-29,2.090666642076747,-1.6773592599781646,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030330,2003-03-30,1.900925849648805,-1.808435103423553,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030331,2003-03-31,0.8933447063494738,-2.3588500408392727,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030401,2003-04-01,0.8350989250518103,-1.3217816154849373,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030402,2003-04-02,2.2858667022296033,-0.4992255386242835,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030403,2003-04-03,3.7564958836355578,-0.029574509732261226,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030404,2003-04-04,3.5784442399699157,0.3405196329440588,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030405,2003-04-05,2.5092104910643473,-0.28994559635776146,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030406,2003-04-06,0.24893459658998687,-0.8893805484144185,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030407,2003-04-07,-1.6866698762715442,-0.2582391391317771,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030408,2003-04-08,0.5767196550001152,-0.8814206474670829,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030409,2003-04-09,0.6579442389554883,-1.1808767405637712,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030410,2003-04-10,-0.5314095971559132,-0.47802401654189247,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030411,2003-04-11,0.5425703496579104,-0.5447852872675102,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030412,2003-04-12,1.6938693761267933,-1.731756486001339,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030413,2003-04-13,1.7145706983972606,-1.9622879626171938,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030414,2003-04-14,1.2529311222639128,-1.6570766066984421,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030415,2003-04-15,1.1108186906629243,-1.5116230634914827,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030416,2003-04-16,1.229434654264711,-1.297927058885934,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030417,2003-04-17,1.9750775598686359,-0.8358512045683296,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030418,2003-04-18,2.915648023824143,-0.8586564068129833,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030419,2003-04-19,2.553214175702104,-1.8984229686616978,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030420,2003-04-20,1.7457475077110731,-1.471041721416375,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030421,2003-04-21,1.0367182048379104,-1.0392226601510455,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030422,2003-04-22,0.8043090077895592,-0.4601768495810727,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030423,2003-04-23,1.5211442343256072,-0.9672042383050632,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030424,2003-04-24,2.333029985167495,-1.8043820487574629,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030425,2003-04-25,1.7774001732871685,-1.8426914243738173,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030426,2003-04-26,1.7682474887989788,-0.824963455776092,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030427,2003-04-27,1.438723709144754,-0.27241466498641514,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030428,2003-04-28,0.6158081594461318,-0.7209702644165235,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030429,2003-04-29,0.7671630396412933,-0.35623019748572615,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030430,2003-04-30,0.5329439033120007,0.13440476071016935,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030501,2003-05-01,2.632321216743218,-0.36985467375564957,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030502,2003-05-02,3.115832546480408,-0.18142189907265005,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030503,2003-05-03,3.583686537919093,-0.5125391116810403,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030504,2003-05-04,3.688347320377851,-0.5292060850474607,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030505,2003-05-05,3.4968752941038233,-0.5846763579693657,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030506,2003-05-06,3.5008564679813303,-0.7458655445303914,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030507,2003-05-07,2.828386070994702,-1.1373038183245823,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030508,2003-05-08,2.184588678729816,-1.3944592101789892,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030509,2003-05-09,1.0501775286441541,-1.5883860881544685,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030510,2003-05-10,-0.20491647919375153,-1.7853423084252422,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030511,2003-05-11,0.8760933541269548,-1.1912905380923449,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030512,2003-05-12,1.882282610353894,-1.6777541999580579,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030513,2003-05-13,3.315139347356958,-1.7186258881409766,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030514,2003-05-14,3.917307259128129,-1.8044190873841235,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030515,2003-05-15,3.624459334976789,-1.8525839054371065,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030516,2003-05-16,3.6526523549347547,-1.8478581144594228,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030517,2003-05-17,4.350699892322963,-1.4309577698735387,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030518,2003-05-18,4.749183472990078,-0.7471660904918224,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030519,2003-05-19,4.403963386199096,-0.9088879950578265,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030520,2003-05-20,4.044676923268446,-1.143289750343467,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030521,2003-05-21,3.9282420885905878,-1.4373328756430557,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030522,2003-05-22,4.11415681875765,-1.0256969912691993,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030523,2003-05-23,3.8239524941112646,-0.9535490142336301,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030524,2003-05-24,3.560435855187793,-0.9910347969748408,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030525,2003-05-25,3.3239054860621233,-1.076814545081131,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030526,2003-05-26,3.6929235387228596,-1.294014296775233,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030527,2003-05-27,3.867015994801988,-1.4640184163725867,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030528,2003-05-28,3.899132149104369,-1.2838403550991562,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030529,2003-05-29,3.5776981274917876,-0.9953084197627127,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030530,2003-05-30,3.490537742469331,-1.0433617137289048,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030531,2003-05-31,3.2002943276801106,-1.5238551509881266,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030601,2003-06-01,3.444698894204401,-1.6238602773519637,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030602,2003-06-02,3.918092266164031,-1.4557475860085987,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030603,2003-06-03,4.081194496000645,-1.074030989382631,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030604,2003-06-04,4.393163606266485,-0.48163590738885587,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030605,2003-06-05,4.662326120582987,0.0728140129332928,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030606,2003-06-06,4.967209763299984,0.45985487003053993,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030607,2003-06-07,4.434224823479891,0.12277240969700283,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030608,2003-06-08,3.7362118126835515,0.38678889658515075,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030609,2003-06-09,3.5895864249705265,0.5023018417850867,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030610,2003-06-10,3.1413667124223728,0.39087819899392345,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030611,2003-06-11,2.9921339569772067,0.6891324887189143,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030612,2003-06-12,2.5887184584785317,0.9361395237820646,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030613,2003-06-13,2.4274472182813382,0.3216462789387077,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030614,2003-06-14,1.7471322042064172,0.9025370229011641,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030615,2003-06-15,1.3095542221123047,1.0339470618400055,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030616,2003-06-16,2.368421888847552,1.5474846863138145,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030617,2003-06-17,2.8649079027781763,2.154469084213927,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030618,2003-06-18,3.7785306476886915,2.4500257779588135,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030619,2003-06-19,3.270788549984178,1.2978551002213945,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030620,2003-06-20,4.112420931381436,1.3948756574273466,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030621,2003-06-21,4.145804441074638,0.7729858075948105,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030622,2003-06-22,4.7058967360557356,0.12101461129919579,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030623,2003-06-23,4.481812010914149,0.15196417257193243,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030624,2003-06-24,3.3935081786909183,0.2863937744558458,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030625,2003-06-25,3.1273583971296155,1.0210198438573692,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030626,2003-06-26,3.154140388570758,1.416824646659599,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030627,2003-06-27,3.257997133944688,1.4334309031610923,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030628,2003-06-28,3.720308799422549,1.28885329516987,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030629,2003-06-29,3.6356064079491164,1.3747848782478087,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030630,2003-06-30,3.9303633041140804,1.4706381215143385,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030701,2003-07-01,2.7766826865736136,1.1610395094000319,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030702,2003-07-02,1.4533116993917548,1.0275385060466213,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030703,2003-07-03,2.0683132972866116,1.873420132791924,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030704,2003-07-04,2.6331143749026547,1.5147253771021323,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030705,2003-07-05,3.097601452290292,1.3271796551712431,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030706,2003-07-06,3.5179669146704264,1.8208879711504296,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030707,2003-07-07,4.021083148965238,1.643037522971321,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030708,2003-07-08,4.337581807141605,1.1498399347700918,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030709,2003-07-09,3.1144550086829925,0.8485324012455371,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030710,2003-07-10,3.206199984503674,0.9397290786272358,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030711,2003-07-11,3.4552288873764834,1.2390238391069521,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030712,2003-07-12,2.7624696891714704,1.6769057505498535,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030713,2003-07-13,2.6963285908670254,1.6855019922425318,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030714,2003-07-14,3.29409484854771,1.6023904687448765,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030715,2003-07-15,3.284441767080142,1.1991226577345337,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030716,2003-07-16,3.467744567788185,1.5298019347819338,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030717,2003-07-17,3.389300310529927,1.4868083095599545,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030718,2003-07-18,3.634586183320787,0.5588961079096845,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030719,2003-07-19,3.6296884727304115,0.1635537352338975,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030720,2003-07-20,3.423386750591118,0.40406725031923046,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030721,2003-07-21,3.5951264120117963,0.5394518227901445,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030722,2003-07-22,3.9856167820289854,0.49224077385629644,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030723,2003-07-23,4.329982601089525,0.5772790027706465,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030724,2003-07-24,4.782163722453783,1.551741567987882,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030725,2003-07-25,5.4033992419216785,1.6584546688819612,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030726,2003-07-26,5.314883880816389,1.3968869120339091,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030727,2003-07-27,4.847556666370862,1.9380979926014779,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030728,2003-07-28,3.686509478990849,2.843874596140856,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030729,2003-07-29,3.5741026484553915,1.8593529098639547,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030730,2003-07-30,3.9186236992502765,0.6499173407591124,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030731,2003-07-31,3.531776960007756,0.38549957074735625,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030801,2003-08-01,3.3459955152112935,0.7024614976036304,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030802,2003-08-02,3.2969040239877625,0.8014574032085225,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030803,2003-08-03,3.8047962558022608,0.7388953746894025,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030804,2003-08-04,3.842632543724473,0.17050750383263322,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030805,2003-08-05,4.145042681934329,-0.06655802271328917,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030806,2003-08-06,3.750329282961705,0.08051542531050143,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030807,2003-08-07,3.310729310453007,0.15593337784081357,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030808,2003-08-08,3.0288241522929926,0.35652153157124017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030809,2003-08-09,2.918184122403791,0.5216339625598452,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030810,2003-08-10,2.93633461983413,1.009445954239838,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030811,2003-08-11,2.998830639814042,1.1887661169100456,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030812,2003-08-12,3.3685699804626514,1.0050481357086762,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030813,2003-08-13,3.4482133579300296,0.5099995764875928,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030814,2003-08-14,3.591654864105534,0.41462509948261067,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030815,2003-08-15,3.5034193665739584,-0.05184171347410753,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030816,2003-08-16,3.4625658743006786,-0.020820694954561698,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030817,2003-08-17,3.757805286406085,-0.482762042629173,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030818,2003-08-18,4.016824431041193,0.018736989683987997,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030819,2003-08-19,4.653831475234243,0.593386187982846,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030820,2003-08-20,4.68785717826507,0.32173279540758043,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030821,2003-08-21,3.860229775414705,-0.5418145404984476,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030822,2003-08-22,3.370221469067239,-0.8812767022832597,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030823,2003-08-23,4.056895230017908,-0.6590528841615231,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030824,2003-08-24,4.476845177919043,0.8724919378160813,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030825,2003-08-25,4.232260600337531,1.0004417966854102,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030826,2003-08-26,3.9867075212025083,1.0210530359150962,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030827,2003-08-27,4.096923968972029,1.0422151641731379,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030828,2003-08-28,3.9568319011440387,1.0474317955585561,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030829,2003-08-29,3.1478870553608203,0.7390536459909817,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030830,2003-08-30,3.5105390146866453,0.9998961671084543,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030831,2003-08-31,3.708631814389809,0.6986695054560823,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030901,2003-09-01,4.006697656191552,0.47778325064198096,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030902,2003-09-02,4.01412420124145,0.5793770457522609,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030903,2003-09-03,3.62850718107887,0.7752565878649769,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030904,2003-09-04,3.8337818924228864,0.6882379452231054,"{""type"":""MultiPoint"",""coordinates"":[]}"
