system:index,NDVI,date,.geo
2003_03_07,0.3099484055212028,2003-03-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_08,0.3191652176612997,2003-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_09,0.3023963443995386,2003-03-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_10,0.31553176207159783,2003-03-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_11,0.30043726216477484,2003-03-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_12,0.3233028996972357,2003-03-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_13,0.28115157880564073,2003-03-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_14,0.2546909326052828,2003-03-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_15,0.1808774592967851,2003-03-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_16,0.05884578717722428,2003-03-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_17,,2003-03-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_18,0.3079447728919044,2003-03-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_19,0.35395885599209576,2003-03-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_20,0.2616047659044146,2003-03-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_21,0.29824780209768065,2003-03-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_22,0.32727868441347585,2003-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_23,0.31566682935384127,2003-03-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_24,0.3386218886920307,2003-03-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_25,0.3033859191256075,2003-03-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_26,0.30754599588322074,2003-03-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_27,0.30156799629157005,2003-03-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_28,0.32684636036623377,2003-03-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_29,0.31726285312933267,2003-03-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_30,0.27687533063580144,2003-03-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_31,0.323352845587238,2003-03-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_01,,2003-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_02,,2003-04-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_03,0.17595067084574342,2003-04-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_04,0.2715722925041885,2003-04-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_05,0.08339832056398541,2003-04-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_06,0.3251443181775897,2003-04-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_07,0.3307199862337766,2003-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_08,0.3174121931111942,2003-04-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_09,0.32800333366716805,2003-04-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_10,0.03083743511759995,2003-04-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_11,0.15967657482917916,2003-04-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_12,0.19544852996509043,2003-04-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_13,0.27742996104192935,2003-04-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_14,0.33794017616813116,2003-04-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_15,0.32284066279174006,2003-04-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_16,0.2649773001210695,2003-04-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_17,0.25787214725619617,2003-04-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_18,,2003-04-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_19,0.3031310006886693,2003-04-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_20,0.36365579740469356,2003-04-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_21,0.275954723833104,2003-04-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_22,0.3471139334837418,2003-04-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_23,0.3471477653125647,2003-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_24,0.28503208718365325,2003-04-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_25,0.35397267473507377,2003-04-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_26,0.31175229650259767,2003-04-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_27,0.3152169232774324,2003-04-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_28,0.17640283461341694,2003-04-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_29,0.13039400459925374,2003-04-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_30,0.32580162327586154,2003-04-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_01,0.33224280650906785,2003-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_02,0.3006763500220844,2003-05-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_03,0.23309025949063011,2003-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_04,,2003-05-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_05,0.30704633125558883,2003-05-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_06,0.2698604769445188,2003-05-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_07,0.18767777532890323,2003-05-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_08,0.1301678746843667,2003-05-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_09,0.3217451461203773,2003-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_10,0.19893296346107286,2003-05-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_11,0.1374387055700667,2003-05-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_12,0.05656043321949336,2003-05-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_13,0.032363267953893375,2003-05-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_14,0.02912386359194729,2003-05-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_15,0.11627904063484469,2003-05-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_16,0.035841986058630496,2003-05-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_17,0.25536898719060613,2003-05-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_18,0.32534679039932046,2003-05-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_19,0.30955412806638516,2003-05-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_20,,2003-05-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_21,0.3014429851903121,2003-05-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_22,0.3196416139168614,2003-05-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_23,0.3070340218136477,2003-05-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_24,0.21572585035296743,2003-05-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_25,0.32592413940718634,2003-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_26,0.31409354041909254,2003-05-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_27,0.33319380436648505,2003-05-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_28,0.29499906019745986,2003-05-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_29,0.26409819294241504,2003-05-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_30,0.26950794892913704,2003-05-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_31,0.2919058032763387,2003-05-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_01,0.28740810856464605,2003-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_02,0.027719234664932164,2003-06-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_03,5.035504188904837E-4,2003-06-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_04,0.2901001758737832,2003-06-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_05,,2003-06-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_06,0.2876750331334279,2003-06-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_07,0.2971617598260866,2003-06-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_08,0.04641372412674413,2003-06-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_09,0.3308562562808226,2003-06-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_10,0.3405232772071483,2003-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_11,0.3012915657162674,2003-06-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_12,0.1692193562817332,2003-06-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_13,0.22162122023514927,2003-06-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_14,0.034895023094668576,2003-06-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_15,0.029295953598262366,2003-06-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_16,0.10093717464279282,2003-06-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_17,0.2261303547518041,2003-06-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_18,0.086216607031375,2003-06-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_19,0.03202788024034127,2003-06-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_20,0.07826246319742043,2003-06-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_21,,2003-06-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_22,0.14970227251261817,2003-06-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_23,0.07402716218533013,2003-06-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_24,0.12970242363799012,2003-06-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_25,0.13510067200944495,2003-06-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_26,0.2752398276039837,2003-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_27,0.27186777065171236,2003-06-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_28,0.09786752148571423,2003-06-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_29,0.1701894751777072,2003-06-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_30,0.05307630580753037,2003-06-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_01,0.11100287191534919,2003-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_02,0.09271877703847431,2003-07-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_03,0.08820367643431923,2003-07-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_04,0.05153669344785184,2003-07-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_05,0.027071535965555366,2003-07-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_06,0.01964780254210499,2003-07-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_07,,2003-07-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_08,0.15908321689535168,2003-07-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_09,0.027353107179081425,2003-07-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_10,0.01265753946896866,2003-07-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_11,0.06606845767018257,2003-07-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_12,0.1303516552277177,2003-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_13,0.32289456133179006,2003-07-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_14,0.11063825407600217,2003-07-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_15,0.03552733891514137,2003-07-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_16,0.03742956308585947,2003-07-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_17,0.15776662996896712,2003-07-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_18,0.06567575286972334,2003-07-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_19,0.02176629572896178,2003-07-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_20,0.07151436691502877,2003-07-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_21,0.10195437863922507,2003-07-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_22,0.19542695093219498,2003-07-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_23,,2003-07-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_24,0.06621339721920896,2003-07-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_25,0.03262141121036698,2003-07-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_26,0.02301794826375495,2003-07-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_27,0.04689488059289298,2003-07-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_28,0.06757343455718287,2003-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_29,0.17159704610154386,2003-07-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_30,0.03397852719886777,2003-07-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_31,0.05955424210445458,2003-07-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_01,0.05124852585204309,2003-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_02,0.09889152879127114,2003-08-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_03,0.21598817076986812,2003-08-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_04,0.2041432272510751,2003-08-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_05,0.1212235035896196,2003-08-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_06,0.03212387859525456,2003-08-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_07,0.0893266805591557,2003-08-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_08,,2003-08-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_09,0.09256130550486026,2003-08-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_10,0.2605123825534785,2003-08-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_11,0.23464670171175633,2003-08-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_12,0.14656117764768312,2003-08-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_13,0.16552473990993574,2003-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_14,0.09434994721451592,2003-08-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_15,0.03525494487143165,2003-08-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_16,0.20172280901198417,2003-08-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_17,0.07932811306004624,2003-08-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_18,0.1753869800487783,2003-08-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_19,0.051443036706769564,2003-08-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_20,0.15551787797348315,2003-08-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_21,0.1021652689670924,2003-08-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_22,0.0013210908831077942,2003-08-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_23,0.23957313039401965,2003-08-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_24,,2003-08-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_25,0.07034702826470661,2003-08-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_26,0.033999672178734244,2003-08-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_27,0.2087209613567955,2003-08-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_28,0.035351174885862,2003-08-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_29,0.2559551811832953,2003-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_30,0.21590125113795205,2003-08-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_31,0.08366678348063127,2003-08-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_01,0.054579267481851504,2003-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_02,0.050106593355585254,2003-09-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_03,0.31243845108105633,2003-09-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_04,0.26628699922815696,2003-09-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_05,0.18672388474449683,2003-09-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_06,0.07315907525478058,2003-09-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_07,0.12293550298224945,2003-09-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_08,0.22257099188175924,2003-09-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_09,,2003-09-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_10,0.2370399648098168,2003-09-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_11,0.3097639219619873,2003-09-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_12,0.22040823107989244,2003-09-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_13,0.339163421772322,2003-09-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_14,0.226074615091443,2003-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_15,0.3344336884188317,2003-09-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_16,0.23293496795722157,2003-09-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_17,0.18423805251437606,2003-09-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_18,0.12972958273823515,2003-09-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_19,0.358467495944961,2003-09-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_20,0.4094208471780994,2003-09-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_21,0.4942609526194176,2003-09-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_22,0.5060275887549825,2003-09-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_23,0.22043005786695205,2003-09-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_24,0.11622949358163892,2003-09-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_25,,2003-09-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_26,0.006922281669595413,2003-09-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_27,0.13579021435570635,2003-09-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_28,0.478200578331624,2003-09-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_29,0.30125109705813324,2003-09-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_30,0.2784657920546684,2003-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_10_01,0.3649061297412141,2003-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_10_02,0.24955220673272213,2003-10-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_10_03,0.23347910672067615,2003-10-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_10_04,0.3006646666250998,2003-10-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_10_05,0.2968163378632922,2003-10-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_10_06,0.15396779072277214,2003-10-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_10_07,0.049993394772686606,2003-10-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_10_08,0.2724240410781021,2003-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_10_09,0.3813496423309676,2003-10-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
