system:index,NDVI,date,.geo
2003_02_05,0.21206464261063723,2003-02-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_06,0.19068160963890385,2003-02-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_07,0.21662983657955334,2003-02-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_08,0.17329689080750402,2003-02-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_09,0.2185030684337758,2003-02-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_10,0.20952739559378453,2003-02-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_11,0.20660601858337657,2003-02-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_12,0.21046259512573606,2003-02-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_13,,2003-02-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_14,0.21184033773183875,2003-02-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_15,0.18775496588327095,2003-02-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_16,0.19861899860891932,2003-02-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_17,0.16275572949388833,2003-02-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_18,0.14284982855050116,2003-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_19,0.2340441828262984,2003-02-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_20,0.23238732243413746,2003-02-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_21,0.22368677177526824,2003-02-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_22,0.207221999480141,2003-02-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_23,0.2234711110633458,2003-02-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_24,0.22608818625676533,2003-02-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_25,0.23299473224902428,2003-02-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_26,0.22491794638777138,2003-02-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_27,0.22740212511664448,2003-02-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_28,0.22769874925131645,2003-02-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_01,,2003-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_02,0.2296218565536839,2003-03-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_03,0.11272541077328475,2003-03-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_04,0.2240744714891777,2003-03-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_05,0.20354420795577946,2003-03-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_06,0.18991220141712448,2003-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_07,0.20089660359344474,2003-03-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_08,0.19165225075944364,2003-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_09,0.22307387917341895,2003-03-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_10,0.12036081462882772,2003-03-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_11,0.21916233164480978,2003-03-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_12,0.22083188753037325,2003-03-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_13,0.22682573770873,2003-03-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_14,0.09405231371206572,2003-03-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_15,0.22121138394525725,2003-03-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_16,0.1329557190456281,2003-03-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_17,,2003-03-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_18,0.22010537618589052,2003-03-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_19,0.21756733452504454,2003-03-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_20,0.24752500789725096,2003-03-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_21,0.24153746300204795,2003-03-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_22,0.24919085768270735,2003-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_23,0.25156484268222284,2003-03-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_24,0.2485656942246733,2003-03-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_25,0.24572613454906628,2003-03-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_26,0.2007157329785564,2003-03-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_27,0.2450141074692258,2003-03-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_28,0.2480592942703249,2003-03-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_29,0.2407239445123755,2003-03-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_30,0.23892185374998615,2003-03-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_31,0.22729316392971188,2003-03-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_01,,2003-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_02,,2003-04-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_03,0.22699982564503413,2003-04-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_04,0.2215320003155932,2003-04-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_05,0.19420131725799808,2003-04-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_06,0.16519467161654544,2003-04-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_07,0.23939834641883964,2003-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_08,0.24306426387939345,2003-04-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_09,0.2625780362016153,2003-04-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_10,0.23741608399526207,2003-04-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_11,0.2243259275074948,2003-04-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_12,0.23207762360115375,2003-04-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_13,0.2737663249629518,2003-04-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_14,0.2502224488522363,2003-04-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_15,0.2598245213927795,2003-04-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_16,0.26579182262016,2003-04-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_17,0.2464140601363281,2003-04-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_18,,2003-04-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_19,0.23845616288559282,2003-04-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_20,0.22676202142643215,2003-04-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_21,0.23677271798578287,2003-04-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_22,0.2547535513444877,2003-04-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_23,0.24837232207213716,2003-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_24,0.22931947039780098,2003-04-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_25,0.24085987073002751,2003-04-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_26,0.2325910712740617,2003-04-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_27,0.2467765012897968,2003-04-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_28,0.2314003592455399,2003-04-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_29,0.25806416052942077,2003-04-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_30,0.23473387013088223,2003-04-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_01,0.23465226759754412,2003-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_02,0.24117130715263516,2003-05-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_03,0.197363068594889,2003-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_04,,2003-05-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_05,0.2173804986988829,2003-05-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_06,0.23069208525132506,2003-05-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_07,0.19618541384901403,2003-05-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_08,0.2023370009694579,2003-05-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_09,0.1928393837327546,2003-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_10,0.17759751059384576,2003-05-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_11,0.07524168345647972,2003-05-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_12,0.0828603063734057,2003-05-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_13,0.021941785359630123,2003-05-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_14,0.04030784547330887,2003-05-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_15,0.10480634236801606,2003-05-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_16,0.1640354480469633,2003-05-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_17,0.192129176739412,2003-05-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_18,0.19825859954222003,2003-05-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_19,0.19844003253026124,2003-05-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_20,,2003-05-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_21,0.19918167852571422,2003-05-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_22,0.21201851069728725,2003-05-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_23,0.2078750581293381,2003-05-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_24,0.21480836759211724,2003-05-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_25,0.20930938868223806,2003-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_26,0.20207647444244525,2003-05-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_27,0.1921573449065392,2003-05-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_28,0.1928077741321814,2003-05-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_29,0.19803213894792424,2003-05-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_30,0.18645700140683868,2003-05-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_31,0.16767272989966991,2003-05-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_01,0.18259002135517244,2003-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_02,0.16314699788734036,2003-06-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_03,0.04635433017090195,2003-06-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_04,0.17436308721673488,2003-06-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_05,,2003-06-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_06,0.1752651299690442,2003-06-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_07,0.054909472023973435,2003-06-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_08,0.16639050910610606,2003-06-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_09,0.18037373002254223,2003-06-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_10,0.11857192243627195,2003-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_11,0.2228844103729558,2003-06-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_12,0.04846398525005707,2003-06-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_13,0.09985876955453918,2003-06-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_14,0.14876419654954387,2003-06-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_15,0.01583956846856589,2003-06-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_16,0.1400708207628154,2003-06-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_17,0.10059323782869167,2003-06-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_18,0.20246362904521892,2003-06-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_19,0.24075189531204272,2003-06-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_20,0.20429161611463637,2003-06-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_21,,2003-06-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_22,0.12233406968051405,2003-06-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_23,0.014709284913204794,2003-06-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_24,0.009677168141113978,2003-06-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_25,0.027677760675895075,2003-06-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_26,0.16031672566162228,2003-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_27,0.185748699261953,2003-06-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_28,0.01966963946282055,2003-06-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_29,0.14860489944477553,2003-06-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_30,0.030209818639378785,2003-06-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_01,0.07722820024299969,2003-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_02,0.1835806640094996,2003-07-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_03,0.25647300141619844,2003-07-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_04,0.011847544445358793,2003-07-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_05,0.08359938465554283,2003-07-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_06,-0.011625462718252507,2003-07-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_07,,2003-07-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_08,0.12297644242321627,2003-07-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_09,0.02658701443769274,2003-07-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_10,0.05666550025869911,2003-07-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_11,0.03737031627858948,2003-07-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_12,0.09796517545406813,2003-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_13,0.2334052080221881,2003-07-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_14,0.1453474995628033,2003-07-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_15,0.005568202763679663,2003-07-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_16,0.027788840550154993,2003-07-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_17,0.14006398936722014,2003-07-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_18,0.07492586433518081,2003-07-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_19,0.024587251320122447,2003-07-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_20,0.039338256654092525,2003-07-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_21,0.048210997713664674,2003-07-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_22,0.01644299354821956,2003-07-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_23,,2003-07-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_24,0.04995985162806749,2003-07-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_25,0.11230780614051121,2003-07-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_26,0.030544323904198954,2003-07-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_27,0.016434203636021105,2003-07-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_28,0.24107206681071258,2003-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_29,0.3163932904790417,2003-07-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_30,0.20361875775029306,2003-07-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_31,0.23097079768260292,2003-07-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_01,0.12946065076780272,2003-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_02,0.004474279850662571,2003-08-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_03,0.106109311992248,2003-08-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_04,0.09178426193663183,2003-08-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_05,0.10106591149730552,2003-08-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_06,0.13190521398454697,2003-08-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_07,0.00658326296233911,2003-08-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_08,,2003-08-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_09,0.05683593471727546,2003-08-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_10,0.10880484355660797,2003-08-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_11,0.0036472743529238423,2003-08-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_12,0.22051182664708519,2003-08-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_13,0.14418012434014274,2003-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_14,0.20497850178280502,2003-08-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_15,0.11135749574831562,2003-08-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_16,0.3512376612259193,2003-08-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_17,0.16866494277395455,2003-08-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_18,0.23476406314428938,2003-08-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_19,0.09796004905072622,2003-08-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_20,0.031297058095408586,2003-08-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_21,0.004345868629172989,2003-08-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_22,0.01907199647711735,2003-08-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_23,0.004619352933273959,2003-08-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_24,,2003-08-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_25,0.30528509598988735,2003-08-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_26,0.095178728017275,2003-08-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_27,0.2683689398599398,2003-08-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_28,0.01593462471838656,2003-08-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_29,0.0346168715890697,2003-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_30,0.2835971574481234,2003-08-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_31,0.2872375501034834,2003-08-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_01,0.25206418370232875,2003-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_02,0.08796537683082536,2003-09-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_03,0.2720766561574335,2003-09-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_04,0.15486660466974037,2003-09-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_05,0.2104764881478892,2003-09-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_06,0.1295566734373336,2003-09-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_07,0.2232722809117647,2003-09-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_08,0.2009463163229393,2003-09-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_09,,2003-09-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_10,0.29348470657379166,2003-09-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_11,0.21806479762703196,2003-09-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_12,0.01620585742562155,2003-09-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_13,0.06564029151373675,2003-09-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_14,0.2896746001155744,2003-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_15,0.3195964509624204,2003-09-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_16,0.16730594021415635,2003-09-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_17,0.2076575488943789,2003-09-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_18,0.17133526229112353,2003-09-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_19,0.18643292495055017,2003-09-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_20,0.1685607065158702,2003-09-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_21,0.1388483050557186,2003-09-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_22,0.2164647847329544,2003-09-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_23,0.10030249195984599,2003-09-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_24,0.017142826281253073,2003-09-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_25,,2003-09-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_26,0.13381314649584364,2003-09-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_27,0.0847609354458846,2003-09-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_28,0.01945337689943394,2003-09-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_29,0.11582891806084748,2003-09-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_30,0.10016521860958864,2003-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_10_01,0.28885089859629853,2003-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_10_02,0.25255373666531794,2003-10-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_10_03,0.21371026321344355,2003-10-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_10_04,0.13629274081366846,2003-10-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_10_05,0.20727983645058984,2003-10-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_10_06,0.12587403182760362,2003-10-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_10_07,0.10402942438059307,2003-10-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_10_08,0.07764252308773195,2003-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_10_09,0.10357987294109615,2003-10-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
