system:index,volumetric_soil_water_layer_1,date,.geo
20030130,0.119536252,2003-01-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030131,0.119439702,2003-01-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030201,0.11937265,2003-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030202,0.119343032,2003-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030203,0.119323573,2003-02-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030204,0.119250147,2003-02-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030205,0.119810436,2003-02-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030206,0.119918499,2003-02-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030207,0.119771346,2003-02-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030208,0.120495918,2003-02-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030209,0.121044366,2003-02-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030210,0.120742294,2003-02-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030211,0.120449987,2003-02-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030212,0.120162243,2003-02-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030213,0.119881815,2003-02-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030214,0.119690344,2003-02-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030215,0.119940673,2003-02-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030216,0.12019068,2003-02-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030217,0.12033602,2003-02-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030218,0.120403373,2003-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030219,0.120219471,2003-02-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030220,0.120044114,2003-02-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030221,0.120006533,2003-02-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030222,0.119766409,2003-02-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030223,0.119614013,2003-02-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030224,0.120159013,2003-02-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030225,0.120435252,2003-02-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030226,0.120578179,2003-02-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030227,0.120468104,2003-02-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030228,0.120174654,2003-02-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030301,0.119908296,2003-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030302,0.119681401,2003-03-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030303,0.119480673,2003-03-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030304,0.119329386,2003-03-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030305,0.119226754,2003-03-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030306,0.119146156,2003-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030307,0.119089658,2003-03-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030308,0.119055859,2003-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030309,0.119035752,2003-03-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030310,0.119018629,2003-03-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030311,0.118998305,2003-03-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030312,0.119003437,2003-03-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030313,0.143105501,2003-03-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030314,0.161835015,2003-03-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030315,0.161511636,2003-03-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030316,0.236960768,2003-03-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030317,0.277779318,2003-03-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030318,0.27124414,2003-03-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030319,0.23953053,2003-03-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030320,0.217083273,2003-03-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030321,0.197809026,2003-03-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030322,0.180240373,2003-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030323,0.165833138,2003-03-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030324,0.153932962,2003-03-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030325,0.144446473,2003-03-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030326,0.141130401,2003-03-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030327,0.138293363,2003-03-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030328,0.133398283,2003-03-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030329,0.130032689,2003-03-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030330,0.12730638,2003-03-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030331,0.125071578,2003-03-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030401,0.123275389,2003-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030402,0.122035636,2003-04-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030403,0.121140081,2003-04-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030404,0.120500535,2003-04-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030405,0.120075429,2003-04-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030406,0.140907613,2003-04-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030407,0.152600681,2003-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030408,0.147681152,2003-04-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030409,0.142734611,2003-04-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030410,0.138551146,2003-04-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030411,0.134659553,2003-04-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030412,0.146373124,2003-04-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030413,0.163765862,2003-04-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030414,0.184608868,2003-04-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030415,0.180855001,2003-04-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030416,0.162134216,2003-04-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030417,0.151335448,2003-04-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030418,0.147023933,2003-04-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030419,0.142489941,2003-04-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030420,0.137554486,2003-04-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030421,0.140461473,2003-04-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030422,0.140895051,2003-04-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030423,0.134899271,2003-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030424,0.138814426,2003-04-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030425,0.147711819,2003-04-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030426,0.146262283,2003-04-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030427,0.137633887,2003-04-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030428,0.131805811,2003-04-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030429,0.128068368,2003-04-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030430,0.125545079,2003-04-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030501,0.123756155,2003-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030502,0.122370078,2003-05-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030503,0.121286639,2003-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030504,0.120467052,2003-05-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030505,0.119924333,2003-05-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030506,0.119570992,2003-05-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030507,0.119340986,2003-05-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030508,0.119178611,2003-05-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030509,0.119597359,2003-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030510,0.119710886,2003-05-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030511,0.11944729,2003-05-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030512,0.119263616,2003-05-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030513,0.11916333,2003-05-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030514,0.119103737,2003-05-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030515,0.119039744,2003-05-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030516,0.118983226,2003-05-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030517,0.118938695,2003-05-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030518,0.118891784,2003-05-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030519,0.118858772,2003-05-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030520,0.118819239,2003-05-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030521,0.118783997,2003-05-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030522,0.118752928,2003-05-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030523,0.118713453,2003-05-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030524,0.118670711,2003-05-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030525,0.118665038,2003-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030526,0.118649752,2003-05-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030527,0.11859813,2003-05-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030528,0.118560283,2003-05-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030529,0.118525752,2003-05-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030530,0.118717705,2003-05-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030531,0.119492421,2003-05-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030601,0.11932621,2003-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030602,0.119159551,2003-06-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030603,0.119056502,2003-06-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030604,0.119112173,2003-06-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030605,0.119304025,2003-06-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030606,0.119259021,2003-06-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030607,0.119133356,2003-06-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030608,0.119067376,2003-06-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030609,0.121084847,2003-06-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030610,0.125488002,2003-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030611,0.13052258,2003-06-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030612,0.140517225,2003-06-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030613,0.156385126,2003-06-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030614,0.236807929,2003-06-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030615,0.288943168,2003-06-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030616,0.252930564,2003-06-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030617,0.26934475,2003-06-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030618,0.286955731,2003-06-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030619,0.257812536,2003-06-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030620,0.237722969,2003-06-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030621,0.227159949,2003-06-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030622,0.238880762,2003-06-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030623,0.318487824,2003-06-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030624,0.325334569,2003-06-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030625,0.320913964,2003-06-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030626,0.300084799,2003-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030627,0.27547706,2003-06-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030628,0.271020984,2003-06-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030629,0.265752423,2003-06-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030630,0.273272895,2003-06-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030701,0.269710362,2003-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030702,0.268793675,2003-07-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030703,0.302544653,2003-07-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030704,0.315109129,2003-07-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030705,0.340367189,2003-07-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030706,0.39574273,2003-07-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030707,0.369481713,2003-07-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030708,0.343457425,2003-07-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030709,0.361921481,2003-07-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030710,0.40897587,2003-07-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030711,0.373690096,2003-07-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030712,0.356109391,2003-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030713,0.335686468,2003-07-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030714,0.324374566,2003-07-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030715,0.354659464,2003-07-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030716,0.401449474,2003-07-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030717,0.38324205,2003-07-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030718,0.398255803,2003-07-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030719,0.425419845,2003-07-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030720,0.423479933,2003-07-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030721,0.408388009,2003-07-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030722,0.390339416,2003-07-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030723,0.396975902,2003-07-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030724,0.408994302,2003-07-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030725,0.409573764,2003-07-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030726,0.402232508,2003-07-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030727,0.391616618,2003-07-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030728,0.367157127,2003-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030729,0.347113734,2003-07-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030730,0.334166307,2003-07-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030731,0.322822659,2003-07-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030801,0.349249145,2003-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030802,0.369510996,2003-08-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030803,0.35420778,2003-08-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030804,0.344318408,2003-08-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030805,0.383491003,2003-08-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030806,0.407175407,2003-08-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030807,0.416959253,2003-08-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030808,0.420584616,2003-08-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030809,0.404246567,2003-08-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030810,0.38260317,2003-08-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030811,0.365579514,2003-08-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030812,0.349180937,2003-08-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030813,0.336573941,2003-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030814,0.326444626,2003-08-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030815,0.318081416,2003-08-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030816,0.310553291,2003-08-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030817,0.300934652,2003-08-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030818,0.28804243,2003-08-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030819,0.326152994,2003-08-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030820,0.376066194,2003-08-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030821,0.386348461,2003-08-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030822,0.424643901,2003-08-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030823,0.424571944,2003-08-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030824,0.397725248,2003-08-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030825,0.379713276,2003-08-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030826,0.365937148,2003-08-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030827,0.356121975,2003-08-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030828,0.359049772,2003-08-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030829,0.372458013,2003-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030830,0.353554726,2003-08-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030831,0.342479143,2003-08-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030901,0.333818577,2003-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030902,0.32350535,2003-09-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030903,0.313896634,2003-09-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030904,0.306075392,2003-09-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030905,0.297768902,2003-09-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030906,0.297400151,2003-09-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030907,0.293026866,2003-09-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030908,0.281467837,2003-09-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030909,0.267443291,2003-09-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030910,0.254668345,2003-09-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030911,0.246795097,2003-09-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030912,0.241255114,2003-09-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030913,0.240275439,2003-09-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030914,0.235874408,2003-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030915,0.226206475,2003-09-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030916,0.227945203,2003-09-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030917,0.24189621,2003-09-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030918,0.237233078,2003-09-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030919,0.256628073,2003-09-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030920,0.282159078,2003-09-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030921,0.343194345,2003-09-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030922,0.359046473,2003-09-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030923,0.350165777,2003-09-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030924,0.373765711,2003-09-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030925,0.3805514,2003-09-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030926,0.406838763,2003-09-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030927,0.409555986,2003-09-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030928,0.394761216,2003-09-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030929,0.394966346,2003-09-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030930,0.396178594,2003-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031001,0.394125621,2003-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031002,0.389365487,2003-10-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031003,0.395903742,2003-10-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031004,0.399795905,2003-10-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031005,0.402250878,2003-10-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031006,0.405721824,2003-10-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031007,0.410532066,2003-10-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031008,0.402973069,2003-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031009,0.384218742,2003-10-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031010,0.368887885,2003-10-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031011,0.352439321,2003-10-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031012,0.335684989,2003-10-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031013,0.323828069,2003-10-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031014,0.311719532,2003-10-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031015,0.296937792,2003-10-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031016,0.283734293,2003-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031017,0.274210103,2003-10-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031018,0.282878778,2003-10-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031019,0.28688037,2003-10-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031020,0.300121136,2003-10-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031021,0.365697532,2003-10-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031022,0.373580453,2003-10-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031023,0.37525335,2003-10-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031024,0.353025182,2003-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031025,0.329207612,2003-10-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031026,0.311243635,2003-10-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031027,0.297483141,2003-10-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031028,0.292412385,2003-10-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031029,0.409195201,2003-10-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031030,0.381294723,2003-10-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031031,0.368317084,2003-10-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031101,0.355391217,2003-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031102,0.342029343,2003-11-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031103,0.332482697,2003-11-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031104,0.325065829,2003-11-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031105,0.311600489,2003-11-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031106,0.298179039,2003-11-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031107,0.287231627,2003-11-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031108,0.282190599,2003-11-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031109,0.27460827,2003-11-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031110,0.264449876,2003-11-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031111,0.254512289,2003-11-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031112,0.249255904,2003-11-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031113,0.242908238,2003-11-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
