system:index,volumetric_soil_water_layer_1,date,.geo
20030301,0.190599142,2003-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030302,0.189911723,2003-03-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030303,0.189396466,2003-03-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030304,0.189017332,2003-03-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030305,0.188762222,2003-03-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030306,0.188593081,2003-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030307,0.18847215,2003-03-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030308,0.188402488,2003-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030309,0.188340083,2003-03-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030310,0.18827529,2003-03-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030311,0.188216984,2003-03-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030312,0.188187763,2003-03-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030313,0.18827111,2003-03-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030314,0.18854539,2003-03-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030315,0.203251276,2003-03-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030316,0.304163505,2003-03-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030317,0.384597441,2003-03-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030318,0.398149606,2003-03-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030319,0.373730442,2003-03-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030320,0.34051945,2003-03-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030321,0.328386644,2003-03-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030322,0.306843578,2003-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030323,0.280226362,2003-03-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030324,0.258039098,2003-03-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030325,0.24061886,2003-03-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030326,0.227620535,2003-03-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030327,0.217971683,2003-03-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030328,0.211162255,2003-03-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030329,0.206608052,2003-03-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030330,0.203109248,2003-03-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030331,0.201787243,2003-03-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030401,0.200447749,2003-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030402,0.2054586,2003-04-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030403,0.210505532,2003-04-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030404,0.206245443,2003-04-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030405,0.231459382,2003-04-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030406,0.245245093,2003-04-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030407,0.232978437,2003-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030408,0.221364346,2003-04-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030409,0.213683295,2003-04-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030410,0.215209289,2003-04-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030411,0.219711081,2003-04-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030412,0.218285357,2003-04-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030413,0.215166073,2003-04-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030414,0.209139893,2003-04-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030415,0.203072089,2003-04-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030416,0.198942606,2003-04-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030417,0.195945425,2003-04-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030418,0.193765316,2003-04-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030419,0.194191836,2003-04-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030420,0.201850905,2003-04-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030421,0.203203321,2003-04-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030422,0.19912816,2003-04-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030423,0.196040434,2003-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030424,0.194558846,2003-04-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030425,0.193506237,2003-04-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030426,0.191753105,2003-04-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030427,0.19059529,2003-04-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030428,0.198028598,2003-04-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030429,0.204538836,2003-04-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030430,0.20501487,2003-04-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030501,0.203287228,2003-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030502,0.199601475,2003-05-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030503,0.196482549,2003-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030504,0.200782033,2003-05-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030505,0.202593244,2003-05-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030506,0.207582825,2003-05-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030507,0.207895823,2003-05-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030508,0.202388093,2003-05-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030509,0.198668486,2003-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030510,0.196000598,2003-05-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030511,0.193899125,2003-05-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030512,0.192739761,2003-05-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030513,0.198718642,2003-05-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030514,0.203976144,2003-05-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030515,0.206214223,2003-05-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030516,0.209820213,2003-05-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030517,0.208760868,2003-05-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030518,0.207554831,2003-05-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030519,0.204789646,2003-05-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030520,0.200690886,2003-05-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030521,0.197561086,2003-05-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030522,0.19551455,2003-05-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030523,0.193910229,2003-05-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030524,0.192558644,2003-05-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030525,0.194964584,2003-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030526,0.196415515,2003-05-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030527,0.194357209,2003-05-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030528,0.193080384,2003-05-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030529,0.192112317,2003-05-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030530,0.19109248,2003-05-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030531,0.190528996,2003-05-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030601,0.202543655,2003-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030602,0.218713055,2003-06-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030603,0.241415474,2003-06-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030604,0.253098271,2003-06-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030605,0.253028143,2003-06-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030606,0.248883693,2003-06-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030607,0.24751275,2003-06-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030608,0.253559101,2003-06-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030609,0.257519207,2003-06-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030610,0.243730863,2003-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030611,0.232051197,2003-06-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030612,0.230202604,2003-06-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030613,0.243922206,2003-06-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030614,0.250354532,2003-06-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030615,0.244407033,2003-06-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030616,0.259029553,2003-06-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030617,0.280825645,2003-06-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030618,0.307956067,2003-06-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030619,0.336467125,2003-06-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030620,0.342762414,2003-06-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030621,0.369301075,2003-06-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030622,0.392986306,2003-06-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030623,0.39208204,2003-06-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030624,0.375914273,2003-06-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030625,0.353512364,2003-06-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030626,0.334590509,2003-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030627,0.332215729,2003-06-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030628,0.332072183,2003-06-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030629,0.319666326,2003-06-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030630,0.309270654,2003-06-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030701,0.308596164,2003-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030702,0.31536247,2003-07-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030703,0.341088857,2003-07-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030704,0.390435788,2003-07-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030705,0.393556785,2003-07-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030706,0.375220688,2003-07-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030707,0.353311835,2003-07-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030708,0.340259683,2003-07-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030709,0.349643478,2003-07-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030710,0.368718321,2003-07-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030711,0.375049135,2003-07-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030712,0.359149284,2003-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030713,0.368951117,2003-07-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030714,0.381695479,2003-07-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030715,0.425011436,2003-07-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030716,0.451297939,2003-07-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030717,0.438366372,2003-07-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030718,0.414734262,2003-07-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030719,0.401013235,2003-07-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030720,0.387804677,2003-07-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030721,0.387202076,2003-07-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030722,0.399017401,2003-07-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030723,0.395539785,2003-07-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030724,0.396194019,2003-07-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030725,0.383927952,2003-07-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030726,0.366424758,2003-07-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030727,0.355200614,2003-07-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030728,0.348645641,2003-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030729,0.357129129,2003-07-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030730,0.373201763,2003-07-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030731,0.36993954,2003-07-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030801,0.36304139,2003-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030802,0.366223659,2003-08-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030803,0.379997581,2003-08-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030804,0.383017211,2003-08-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030805,0.383428831,2003-08-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030806,0.373310354,2003-08-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030807,0.362973498,2003-08-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030808,0.370609772,2003-08-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030809,0.363845809,2003-08-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030810,0.344914481,2003-08-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030811,0.326310947,2003-08-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030812,0.308553328,2003-08-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030813,0.300003028,2003-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030814,0.296076835,2003-08-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030815,0.301082181,2003-08-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030816,0.331350062,2003-08-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030817,0.362360938,2003-08-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030818,0.373635194,2003-08-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030819,0.375319243,2003-08-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030820,0.377457767,2003-08-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030821,0.399653683,2003-08-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030822,0.447975797,2003-08-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030823,0.431120687,2003-08-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030824,0.412106015,2003-08-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030825,0.402448454,2003-08-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030826,0.41627153,2003-08-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030827,0.42091419,2003-08-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030828,0.399242911,2003-08-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030829,0.380356574,2003-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030830,0.368382711,2003-08-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030831,0.394230927,2003-08-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030901,0.405614861,2003-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030902,0.401673987,2003-09-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030903,0.386357155,2003-09-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030904,0.367974816,2003-09-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030905,0.351006644,2003-09-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030906,0.36269419,2003-09-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030907,0.364459327,2003-09-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030908,0.347680088,2003-09-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030909,0.339756957,2003-09-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030910,0.32661543,2003-09-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030911,0.308667857,2003-09-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030912,0.293775529,2003-09-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030913,0.28003888,2003-09-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030914,0.267912748,2003-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030915,0.260013673,2003-09-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030916,0.258472251,2003-09-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030917,0.281689613,2003-09-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030918,0.299636325,2003-09-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030919,0.285630885,2003-09-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030920,0.270054294,2003-09-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030921,0.256602202,2003-09-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030922,0.244873698,2003-09-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030923,0.235151679,2003-09-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030924,0.229907733,2003-09-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030925,0.256042099,2003-09-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030926,0.288535113,2003-09-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030927,0.276165238,2003-09-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030928,0.262223191,2003-09-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030929,0.269106983,2003-09-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030930,0.288456929,2003-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031001,0.33314181,2003-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031002,0.346138604,2003-10-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031003,0.388289168,2003-10-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031004,0.426196289,2003-10-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031005,0.428021617,2003-10-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031006,0.422937173,2003-10-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031007,0.41585733,2003-10-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031008,0.406389885,2003-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031009,0.386973945,2003-10-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031010,0.371544958,2003-10-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031011,0.366558296,2003-10-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031012,0.409643584,2003-10-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031013,0.421811294,2003-10-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031014,0.411215734,2003-10-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031015,0.387791991,2003-10-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031016,0.36980271,2003-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031017,0.359987795,2003-10-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031018,0.397469559,2003-10-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031019,0.445994453,2003-10-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031020,0.455864239,2003-10-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031021,0.456693417,2003-10-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031022,0.460164227,2003-10-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031023,0.443456075,2003-10-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031024,0.41933973,2003-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031025,0.401885033,2003-10-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031026,0.38506116,2003-10-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031027,0.369025217,2003-10-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031028,0.353463742,2003-10-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031029,0.343427171,2003-10-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031030,0.340225065,2003-10-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031031,0.332199028,2003-10-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031101,0.319778691,2003-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031102,0.31009777,2003-11-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031103,0.304524342,2003-11-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031104,0.297269432,2003-11-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031105,0.286455002,2003-11-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031106,0.276212162,2003-11-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031107,0.289713037,2003-11-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031108,0.360973951,2003-11-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031109,0.373354715,2003-11-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031110,0.346405567,2003-11-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031111,0.324372139,2003-11-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031112,0.310270616,2003-11-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031113,0.298342468,2003-11-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
