system:index,volumetric_soil_water_layer_1,date,.geo
20030420,0.148310826,2003-04-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030421,0.147619801,2003-04-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030422,0.147271384,2003-04-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030423,0.147005073,2003-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030424,0.147153639,2003-04-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030425,0.147063558,2003-04-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030426,0.146758348,2003-04-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030427,0.147501739,2003-04-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030428,0.150007465,2003-04-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030429,0.151804058,2003-04-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030430,0.151176962,2003-04-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030501,0.149744503,2003-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030502,0.148738907,2003-05-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030503,0.148110128,2003-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030504,0.147710131,2003-05-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030505,0.147379987,2003-05-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030506,0.147103673,2003-05-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030507,0.146868998,2003-05-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030508,0.146682253,2003-05-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030509,0.146511149,2003-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030510,0.146357213,2003-05-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030511,0.146222565,2003-05-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030512,0.146335086,2003-05-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030513,0.146437396,2003-05-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030514,0.146455879,2003-05-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030515,0.147659388,2003-05-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030516,0.14795707,2003-05-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030517,0.147513306,2003-05-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030518,0.147290535,2003-05-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030519,0.147638033,2003-05-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030520,0.148117119,2003-05-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030521,0.147924477,2003-05-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030522,0.147753798,2003-05-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030523,0.14752035,2003-05-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030524,0.147464423,2003-05-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030525,0.147173871,2003-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030526,0.146887825,2003-05-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030527,0.146737421,2003-05-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030528,0.146609939,2003-05-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030529,0.147302909,2003-05-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030530,0.149204651,2003-05-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030531,0.151666689,2003-05-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030601,0.151402246,2003-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030602,0.149989563,2003-06-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030603,0.149251164,2003-06-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030604,0.148799047,2003-06-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030605,0.14830045,2003-06-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030606,0.14893118,2003-06-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030607,0.150884842,2003-06-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030608,0.155217943,2003-06-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030609,0.159618042,2003-06-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030610,0.19530209,2003-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030611,0.213779305,2003-06-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030612,0.293502836,2003-06-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030613,0.390595987,2003-06-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030614,0.385388536,2003-06-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030615,0.41105609,2003-06-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030616,0.446831998,2003-06-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030617,0.436430627,2003-06-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030618,0.423677406,2003-06-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030619,0.438596686,2003-06-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030620,0.430110633,2003-06-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030621,0.422603248,2003-06-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030622,0.410763276,2003-06-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030623,0.399322122,2003-06-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030624,0.384786816,2003-06-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030625,0.395348338,2003-06-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030626,0.402891843,2003-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030627,0.406624304,2003-06-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030628,0.410313677,2003-06-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030629,0.419780029,2003-06-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030630,0.411978386,2003-06-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030701,0.40549863,2003-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030702,0.40381209,2003-07-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030703,0.413079723,2003-07-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030704,0.421784144,2003-07-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030705,0.427762618,2003-07-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030706,0.431972622,2003-07-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030707,0.440954726,2003-07-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030708,0.436822455,2003-07-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030709,0.445846911,2003-07-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030710,0.433532068,2003-07-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030711,0.422124078,2003-07-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030712,0.414508127,2003-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030713,0.416430149,2003-07-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030714,0.413972849,2003-07-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030715,0.4214641,2003-07-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030716,0.436016661,2003-07-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030717,0.435446994,2003-07-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030718,0.423319475,2003-07-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030719,0.417851081,2003-07-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030720,0.40466898,2003-07-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030721,0.393375265,2003-07-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030722,0.384904084,2003-07-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030723,0.393553226,2003-07-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030724,0.44429981,2003-07-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030725,0.449040637,2003-07-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030726,0.442198021,2003-07-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030727,0.454490672,2003-07-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030728,0.445125566,2003-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030729,0.427879698,2003-07-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030730,0.413251149,2003-07-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030731,0.4021566,2003-07-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030801,0.39927577,2003-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030802,0.395000088,2003-08-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030803,0.39967729,2003-08-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030804,0.412229538,2003-08-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030805,0.404614061,2003-08-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030806,0.410701128,2003-08-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030807,0.411312725,2003-08-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030808,0.437619958,2003-08-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030809,0.430555548,2003-08-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030810,0.414473424,2003-08-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030811,0.40137603,2003-08-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030812,0.393105245,2003-08-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030813,0.392687291,2003-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030814,0.39800152,2003-08-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030815,0.394618761,2003-08-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030816,0.382966408,2003-08-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030817,0.372398421,2003-08-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030818,0.365454378,2003-08-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030819,0.370255954,2003-08-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030820,0.369136724,2003-08-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030821,0.359294639,2003-08-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030822,0.383888946,2003-08-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030823,0.43808828,2003-08-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030824,0.437171113,2003-08-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030825,0.42432907,2003-08-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030826,0.414768114,2003-08-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030827,0.408571524,2003-08-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030828,0.405954817,2003-08-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030829,0.414140878,2003-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030830,0.404232675,2003-08-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030831,0.393507431,2003-08-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030901,0.382428433,2003-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030902,0.377326947,2003-09-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030903,0.376881908,2003-09-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030904,0.36992407,2003-09-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030905,0.363763201,2003-09-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030906,0.356269708,2003-09-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030907,0.347753452,2003-09-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030908,0.33981628,2003-09-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030909,0.326463738,2003-09-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030910,0.321899041,2003-09-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030911,0.31868001,2003-09-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030912,0.315497601,2003-09-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030913,0.311531991,2003-09-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030914,0.305949495,2003-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030915,0.302850718,2003-09-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030916,0.29859084,2003-09-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030917,0.288951165,2003-09-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030918,0.282466555,2003-09-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030919,0.277562846,2003-09-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030920,0.277873672,2003-09-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030921,0.275041143,2003-09-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030922,0.275515067,2003-09-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030923,0.290401674,2003-09-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030924,0.307151768,2003-09-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030925,0.36721829,2003-09-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030926,0.396721382,2003-09-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030927,0.431098081,2003-09-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030928,0.436793476,2003-09-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030929,0.423786708,2003-09-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030930,0.408054276,2003-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031001,0.415469818,2003-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031002,0.4257108,2003-10-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031003,0.40316985,2003-10-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031004,0.377039018,2003-10-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031005,0.355667319,2003-10-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031006,0.337569557,2003-10-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031007,0.346208736,2003-10-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031008,0.345858377,2003-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031009,0.335147378,2003-10-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031010,0.324601809,2003-10-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031011,0.308813437,2003-10-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031012,0.291052349,2003-10-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031013,0.274220256,2003-10-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031014,0.26046318,2003-10-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031015,0.24785245,2003-10-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031016,0.236310416,2003-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031017,0.227020099,2003-10-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031018,0.219422095,2003-10-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031019,0.213098494,2003-10-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031020,0.207550034,2003-10-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031021,0.202008409,2003-10-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031022,0.19702294,2003-10-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031023,0.192387072,2003-10-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031024,0.188080699,2003-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031025,0.184556261,2003-10-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031026,0.181243768,2003-10-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031027,0.177889083,2003-10-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031028,0.174684017,2003-10-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031029,0.172336523,2003-10-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031030,0.184568739,2003-10-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031031,0.214880348,2003-10-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031101,0.24510386,2003-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031102,0.246314522,2003-11-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031103,0.234187437,2003-11-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031104,0.220352914,2003-11-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031105,0.209802829,2003-11-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031106,0.20037119,2003-11-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031107,0.192434631,2003-11-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031108,0.1859797,2003-11-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031109,0.180388428,2003-11-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031110,0.17592435,2003-11-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031111,0.171825879,2003-11-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031112,0.168563249,2003-11-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031113,0.165954058,2003-11-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
