system:index,evaporation_from_vegetation_transpiration_sum,date,.geo
20030218,-1.84E-04,2003-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030219,-9.96E-05,2003-02-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030220,-9.27E-05,2003-02-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030221,-1.43E-04,2003-02-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030222,-1.49E-04,2003-02-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030223,-1.63E-04,2003-02-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030224,-1.32E-04,2003-02-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030225,-1.12E-04,2003-02-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030226,-1.22E-04,2003-02-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030227,-1.79E-04,2003-02-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030228,-1.68E-04,2003-02-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030301,-1.39E-04,2003-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030302,-1.47E-04,2003-03-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030303,-1.30E-04,2003-03-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030304,-1.98E-04,2003-03-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030305,-3.89E-04,2003-03-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030306,-3.06E-04,2003-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030307,-2.47E-04,2003-03-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030308,-1.04E-04,2003-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030309,-1.29E-04,2003-03-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030310,-1.93E-04,2003-03-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030311,-2.16E-04,2003-03-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030312,-1.62E-04,2003-03-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030313,-8.44E-05,2003-03-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030314,-5.51E-05,2003-03-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030315,-6.41E-05,2003-03-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030316,-1.19E-04,2003-03-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030317,-1.43E-04,2003-03-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030318,-1.31E-04,2003-03-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030319,-1.32E-04,2003-03-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030320,-1.11E-04,2003-03-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030321,-1.89E-04,2003-03-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030322,-2.26E-04,2003-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030323,-1.54E-04,2003-03-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030324,-1.71E-04,2003-03-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030325,-1.75E-04,2003-03-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030326,-1.80E-04,2003-03-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030327,-2.09E-04,2003-03-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030328,-1.89E-04,2003-03-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030329,-1.52E-04,2003-03-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030330,-9.83E-05,2003-03-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030331,-2.06E-04,2003-03-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030401,-2.13E-04,2003-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030402,-1.72E-04,2003-04-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030403,-1.79E-04,2003-04-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030404,-3.28E-04,2003-04-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030405,-1.75E-04,2003-04-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030406,-1.29E-04,2003-04-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030407,-1.16E-04,2003-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030408,-8.64E-05,2003-04-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030409,-1.49E-04,2003-04-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030410,-2.44E-04,2003-04-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030411,-1.81E-04,2003-04-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030412,-1.12E-04,2003-04-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030413,-1.40E-04,2003-04-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030414,-1.52E-04,2003-04-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030415,-1.43E-04,2003-04-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030416,-1.80E-04,2003-04-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030417,-1.42E-04,2003-04-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030418,-1.98E-04,2003-04-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030419,-2.01E-04,2003-04-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030420,-2.22E-04,2003-04-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030421,-1.69E-04,2003-04-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030422,-1.54E-04,2003-04-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030423,-2.17E-04,2003-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030424,-2.58E-04,2003-04-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030425,-1.98E-04,2003-04-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030426,-2.38E-04,2003-04-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030427,-3.52E-04,2003-04-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030428,-3.43E-04,2003-04-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030429,-3.12E-04,2003-04-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030430,-2.19E-04,2003-04-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030501,-1.67E-04,2003-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030502,-1.70E-04,2003-05-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030503,-1.68E-04,2003-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030504,-2.44E-04,2003-05-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030505,-1.57E-04,2003-05-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030506,-2.94E-04,2003-05-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030507,-3.05E-04,2003-05-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030508,-1.53E-04,2003-05-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030509,-1.22E-04,2003-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030510,-2.59E-04,2003-05-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030511,-2.11E-04,2003-05-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030512,-1.94E-04,2003-05-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030513,-2.10E-04,2003-05-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030514,-2.53E-04,2003-05-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030515,-2.12E-04,2003-05-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030516,-3.34E-04,2003-05-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030517,-2.98E-04,2003-05-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030518,-3.96E-04,2003-05-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030519,-3.26E-04,2003-05-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030520,-2.66E-04,2003-05-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030521,-2.44E-04,2003-05-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030522,-3.16E-04,2003-05-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030523,-3.09E-04,2003-05-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030524,-2.44E-04,2003-05-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030525,-1.89E-04,2003-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030526,-3.04E-04,2003-05-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030527,-3.77E-04,2003-05-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030528,-2.91E-04,2003-05-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030529,-2.82E-04,2003-05-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030530,-1.78E-04,2003-05-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030531,-3.28E-04,2003-05-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030601,-3.09E-04,2003-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030602,-2.87E-04,2003-06-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030603,-3.08E-04,2003-06-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030604,-2.61E-04,2003-06-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030605,-3.91E-04,2003-06-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030606,-4.15E-04,2003-06-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030607,-3.15E-04,2003-06-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030608,-2.53E-04,2003-06-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030609,-1.42E-04,2003-06-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030610,-1.79E-04,2003-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030611,-1.75E-04,2003-06-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030612,-1.94E-04,2003-06-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030613,-2.23E-04,2003-06-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030614,-1.86E-04,2003-06-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030615,-2.53E-04,2003-06-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030616,-2.40E-04,2003-06-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030617,-1.76E-04,2003-06-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030618,-2.46E-04,2003-06-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030619,-2.58E-04,2003-06-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030620,-2.12E-04,2003-06-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030621,-2.26E-04,2003-06-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030622,-1.51E-04,2003-06-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030623,-1.29E-04,2003-06-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030624,-9.17E-05,2003-06-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030625,-1.20E-04,2003-06-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030626,-1.55E-04,2003-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030627,-1.63E-04,2003-06-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030628,-1.84E-04,2003-06-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030629,-2.05E-04,2003-06-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030630,-1.67E-04,2003-06-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030701,-1.33E-04,2003-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030702,-1.16E-04,2003-07-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030703,-1.53E-04,2003-07-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030704,-1.51E-04,2003-07-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030705,-9.09E-05,2003-07-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030706,-1.02E-04,2003-07-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030707,-1.59E-04,2003-07-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030708,-1.43E-04,2003-07-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030709,-1.05E-04,2003-07-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030710,-7.86E-05,2003-07-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030711,-1.20E-04,2003-07-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030712,-1.08E-04,2003-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030713,-1.31E-04,2003-07-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030714,-1.43E-04,2003-07-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030715,-1.07E-04,2003-07-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030716,-1.12E-04,2003-07-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030717,-1.24E-04,2003-07-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030718,-9.61E-05,2003-07-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030719,-8.96E-05,2003-07-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030720,-7.73E-05,2003-07-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030721,-6.91E-05,2003-07-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030722,-1.08E-04,2003-07-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030723,-1.31E-04,2003-07-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030724,-1.49E-04,2003-07-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030725,-1.31E-04,2003-07-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030726,-1.17E-04,2003-07-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030727,-1.26E-04,2003-07-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030728,-1.20E-04,2003-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030729,-1.09E-04,2003-07-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030730,-1.07E-04,2003-07-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030731,-1.21E-04,2003-07-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030801,-1.03E-04,2003-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030802,-1.41E-04,2003-08-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030803,-1.44E-04,2003-08-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030804,-1.60E-04,2003-08-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030805,-1.23E-04,2003-08-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030806,-9.89E-05,2003-08-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030807,-8.80E-05,2003-08-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030808,-9.81E-05,2003-08-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030809,-1.23E-04,2003-08-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030810,-7.22E-05,2003-08-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030811,-1.02E-04,2003-08-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030812,-1.26E-04,2003-08-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030813,-1.63E-04,2003-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030814,-1.85E-04,2003-08-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030815,-1.46E-04,2003-08-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030816,-1.43E-04,2003-08-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030817,-1.54E-04,2003-08-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030818,-1.96E-04,2003-08-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030819,-1.85E-04,2003-08-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030820,-1.18E-04,2003-08-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030821,-8.01E-05,2003-08-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030822,-7.29E-05,2003-08-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030823,-8.90E-05,2003-08-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030824,-1.05E-04,2003-08-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030825,-1.32E-04,2003-08-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030826,-1.53E-04,2003-08-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030827,-1.57E-04,2003-08-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030828,-1.42E-04,2003-08-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030829,-9.55E-05,2003-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030830,-1.27E-04,2003-08-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030831,-1.27E-04,2003-08-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030901,-1.71E-04,2003-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030902,-1.43E-04,2003-09-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030903,-1.49E-04,2003-09-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030904,-1.52E-04,2003-09-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030905,-1.63E-04,2003-09-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030906,-1.38E-04,2003-09-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030907,-1.70E-04,2003-09-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030908,-1.89E-04,2003-09-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030909,-2.03E-04,2003-09-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030910,-1.94E-04,2003-09-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030911,-1.65E-04,2003-09-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030912,-1.48E-04,2003-09-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030913,-1.30E-04,2003-09-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030914,-1.66E-04,2003-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030915,-1.48E-04,2003-09-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030916,-9.79E-05,2003-09-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030917,-8.20E-05,2003-09-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030918,-1.24E-04,2003-09-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030919,-1.45E-04,2003-09-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030920,-1.07E-04,2003-09-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030921,-1.02E-04,2003-09-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030922,-1.12E-04,2003-09-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030923,-1.26E-04,2003-09-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030924,-1.41E-04,2003-09-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030925,-7.53E-05,2003-09-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030926,-6.49E-05,2003-09-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030927,-8.30E-05,2003-09-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030928,-1.03E-04,2003-09-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030929,-8.09E-05,2003-09-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030930,-6.91E-05,2003-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031001,-7.08E-05,2003-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031002,-9.75E-05,2003-10-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031003,-1.33E-04,2003-10-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031004,-1.20E-04,2003-10-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031005,-1.41E-04,2003-10-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031006,-1.57E-04,2003-10-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031007,-1.36E-04,2003-10-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031008,-9.89E-05,2003-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031009,-9.81E-05,2003-10-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031010,-1.19E-04,2003-10-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031011,-1.55E-04,2003-10-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031012,-1.75E-04,2003-10-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031013,-1.20E-04,2003-10-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031014,-1.78E-04,2003-10-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031015,-2.92E-04,2003-10-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031016,-1.83E-04,2003-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031017,-1.07E-04,2003-10-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031018,-6.48E-05,2003-10-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031019,-8.78E-05,2003-10-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031020,-6.80E-05,2003-10-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031021,-8.10E-05,2003-10-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031022,-9.73E-05,2003-10-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031023,-8.64E-05,2003-10-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031024,-2.23E-04,2003-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031025,-2.47E-04,2003-10-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031026,-2.42E-04,2003-10-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031027,-1.71E-04,2003-10-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031028,-8.50E-05,2003-10-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031029,-2.94E-05,2003-10-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031030,-4.23E-05,2003-10-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
