system:index,surface_net_solar_radiation_sum,date,.geo
20030810,1.620558779831369E7,2003-08-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030811,1.70029810126464E7,2003-08-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030812,1.6506962174390761E7,2003-08-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030813,1.4768271527870394E7,2003-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030814,1.372937520078089E7,2003-08-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030815,1.4483620964869587E7,2003-08-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030816,1.3058274322839746E7,2003-08-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030817,1.1706804585749997E7,2003-08-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030818,1.2037964620773993E7,2003-08-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030819,9036710.515796222,2003-08-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030820,1.2258955943409631E7,2003-08-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030821,9395243.966748489,2003-08-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030822,4099699.8506194125,2003-08-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030823,1.107166517835267E7,2003-08-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030824,1.2942810253437238E7,2003-08-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030825,1.238990548781155E7,2003-08-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030826,1.3586021079623934E7,2003-08-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030827,1.1248521248686802E7,2003-08-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030828,1.0818491193656053E7,2003-08-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030829,1.3992067781401834E7,2003-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030830,1.5748119893427692E7,2003-08-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030831,1.1571762204400856E7,2003-08-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030901,1.4323617388430364E7,2003-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030902,1.2457810522463974E7,2003-09-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030903,1.668173665446166E7,2003-09-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030904,1.4972387413095098E7,2003-09-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030905,1.4427167256177977E7,2003-09-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030906,1.2343577962435916E7,2003-09-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030907,1.4208210487485327E7,2003-09-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030908,1.4193624316531384E7,2003-09-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030909,1.5386121268920312E7,2003-09-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030910,1.7704526024964817E7,2003-09-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030911,1.7761705329292927E7,2003-09-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030912,1.5690385399236226E7,2003-09-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030913,1.803522328623343E7,2003-09-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030914,1.809682393279916E7,2003-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030915,1.737236791134094E7,2003-09-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030916,1.5352734970364984E7,2003-09-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030917,1.292690923579789E7,2003-09-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030918,1.2566771943479417E7,2003-09-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030919,1.625810502915002E7,2003-09-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030920,1.9026041291170552E7,2003-09-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030921,1.6744163526631756E7,2003-09-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030922,1.8554005051665466E7,2003-09-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030923,1.6785179213498402E7,2003-09-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030924,1.3948863201568156E7,2003-09-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030925,1.3814643364279227E7,2003-09-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030926,1.3514269634190949E7,2003-09-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030927,1.6003218394522287E7,2003-09-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030928,1.788499325934425E7,2003-09-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030929,1.728201979522788E7,2003-09-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030930,1.5846516509887675E7,2003-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031001,1.4962999571975095E7,2003-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031002,1.6843400164665274E7,2003-10-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031003,1.385026564728412E7,2003-10-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031004,1.061038825230664E7,2003-10-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031005,1.0381769871453512E7,2003-10-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031006,1.0658788972919364E7,2003-10-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031007,1.337999261051301E7,2003-10-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031008,1.3419267056570752E7,2003-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031009,1.7309876365513835E7,2003-10-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031010,1.5530408030658001E7,2003-10-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031011,1.4273416125577679E7,2003-10-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031012,1.3646006794327367E7,2003-10-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031013,1.5866994253531458E7,2003-10-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
