system:index,precipitation,date,.geo
20030130,0,2003-01-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030131,0,2003-01-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030201,0,2003-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030202,0,2003-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030203,0,2003-02-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030204,0,2003-02-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030205,0,2003-02-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030206,0.004062999,2003-02-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030207,0,2003-02-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030208,0,2003-02-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030209,0,2003-02-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030210,0.001118928,2003-02-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030211,0,2003-02-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030212,0,2003-02-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030213,0,2003-02-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030214,0,2003-02-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030215,1.684787914222745E-4,2003-02-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030216,0,2003-02-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030217,0,2003-02-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030218,0.047028371,2003-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030219,0,2003-02-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030220,0,2003-02-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030221,0,2003-02-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030222,0,2003-02-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030223,0,2003-02-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030224,0,2003-02-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030225,0,2003-02-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030226,0,2003-02-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030227,0,2003-02-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030228,0,2003-02-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030301,0,2003-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030302,0,2003-03-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030303,0,2003-03-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030304,0,2003-03-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030305,0,2003-03-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030306,0,2003-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030307,0,2003-03-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030308,0,2003-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030309,0,2003-03-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030310,0,2003-03-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030311,0,2003-03-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030312,0,2003-03-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030313,0,2003-03-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030314,0,2003-03-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030315,0,2003-03-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030316,0,2003-03-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030317,0,2003-03-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030318,0,2003-03-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030319,0,2003-03-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030320,0,2003-03-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030321,0,2003-03-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030322,0,2003-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030323,0,2003-03-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030324,0,2003-03-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030325,0,2003-03-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030326,0,2003-03-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030327,0,2003-03-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030328,0,2003-03-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030329,0,2003-03-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030330,0,2003-03-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030331,0,2003-03-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030401,0,2003-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030402,0,2003-04-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030403,0,2003-04-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030404,0,2003-04-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030405,0,2003-04-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030406,0,2003-04-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030407,3.0433115742856587,2003-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030408,0.22704745032861376,2003-04-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030409,0.18195238811652067,2003-04-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030410,0.23353665809199023,2003-04-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030411,0.7597727670880187,2003-04-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030412,0,2003-04-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030413,0,2003-04-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030414,0,2003-04-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030415,0.004796414,2003-04-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030416,0,2003-04-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030417,0,2003-04-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030418,0,2003-04-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030419,0,2003-04-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030420,0,2003-04-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030421,0,2003-04-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030422,0,2003-04-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030423,0,2003-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030424,0,2003-04-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030425,0,2003-04-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030426,0,2003-04-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030427,0.014071091070617785,2003-04-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030428,0,2003-04-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030429,0.15743613782595176,2003-04-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030430,0.013061277794408384,2003-04-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030501,0,2003-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030502,0,2003-05-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030503,0,2003-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030504,0,2003-05-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030505,0,2003-05-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030506,0,2003-05-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030507,0,2003-05-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030508,0,2003-05-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030509,0,2003-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030510,0,2003-05-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030511,0,2003-05-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030512,1.4661569512845654,2003-05-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030513,1.2505953153196603,2003-05-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030514,0.7122811298307884,2003-05-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030515,0.40520617962592703,2003-05-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030516,0,2003-05-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030517,0,2003-05-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030518,0,2003-05-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030519,0,2003-05-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030520,0,2003-05-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030521,0,2003-05-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030522,0,2003-05-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030523,0,2003-05-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030524,0,2003-05-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030525,0,2003-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030526,0,2003-05-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030527,0.025826539,2003-05-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030528,0.002223725,2003-05-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030529,0.002751318,2003-05-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030530,0.27080202253416014,2003-05-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030531,0,2003-05-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030601,0.1199900228186663,2003-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030602,0,2003-06-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030603,0,2003-06-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030604,0,2003-06-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030605,0,2003-06-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030606,0,2003-06-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030607,0,2003-06-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030608,0.4782546172648636,2003-06-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030609,12.489664432486002,2003-06-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030610,20.148504135930793,2003-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030611,2.8682601850278004,2003-06-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030612,8.134120192,2003-06-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030613,2.893957596265545,2003-06-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030614,13.275874934533478,2003-06-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030615,16.374772636598767,2003-06-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030616,1.9408318568951817,2003-06-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030617,0.4043775195154471,2003-06-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030618,6.483974458,2003-06-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030619,27.82384389761354,2003-06-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030620,0.5868862963081719,2003-06-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030621,5.963405740820962,2003-06-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030622,2.9103804639733206,2003-06-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030623,7.210877748,2003-06-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030624,21.429858348263487,2003-06-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030625,0.20147694169748281,2003-06-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030626,0,2003-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030627,0.6923836355996944,2003-06-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030628,0.5842040229407418,2003-06-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030629,7.245889744505502,2003-06-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030630,0.2023847646849238,2003-06-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030701,11.269937200357054,2003-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030702,15.552675878687253,2003-07-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030703,2.8358548092246236,2003-07-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030704,5.585153278978115,2003-07-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030705,6.365364941015706,2003-07-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030706,0,2003-07-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030707,0.013347158412522493,2003-07-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030708,0.072231453,2003-07-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030709,13.773793900361726,2003-07-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030710,10.850324305159168,2003-07-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030711,0.050812883219437416,2003-07-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030712,0.17266330959140744,2003-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030713,0,2003-07-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030714,10.26174773659402,2003-07-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030715,17.526604427980224,2003-07-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030716,4.772941282,2003-07-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030717,0.559257399,2003-07-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030718,0.034034288280625775,2003-07-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030719,0.003172223,2003-07-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030720,0,2003-07-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030721,0.003916007,2003-07-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030722,0,2003-07-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030723,0,2003-07-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030724,0,2003-07-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030725,0.4298651446516584,2003-07-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030726,0.5066351361993309,2003-07-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030727,66.29834757,2003-07-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030728,18.08153470935401,2003-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030729,0,2003-07-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030730,0.001253232,2003-07-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030731,0,2003-07-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030801,0.12636296854764348,2003-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030802,9.262648646,2003-08-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030803,0,2003-08-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030804,0.018854325,2003-08-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030805,0.004422711,2003-08-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030806,0.02585472,2003-08-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030807,0.049798739,2003-08-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030808,0.083353525,2003-08-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030809,0,2003-08-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030810,0.009306513,2003-08-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030811,0.4370588750060218,2003-08-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030812,3.7196055656227442,2003-08-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030813,18.93091463242919,2003-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030814,0,2003-08-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030815,7.822305489206945,2003-08-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030816,0,2003-08-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030817,0,2003-08-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030818,0.2451321745717181,2003-08-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030819,0,2003-08-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030820,0,2003-08-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030821,0.2791184242896361,2003-08-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030822,19.032638895830093,2003-08-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030823,40.37573386311379,2003-08-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030824,17.066728712092367,2003-08-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030825,0,2003-08-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030826,0,2003-08-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030827,0.2818052506662248,2003-08-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030828,1.163111824949501,2003-08-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030829,11.999495395317242,2003-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030830,0,2003-08-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030831,0,2003-08-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030901,0.062503057,2003-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030902,0.5250412845356598,2003-09-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030903,0,2003-09-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030904,0,2003-09-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030905,0,2003-09-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030906,0,2003-09-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030907,0,2003-09-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030908,0.13556977113125634,2003-09-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030909,0,2003-09-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030910,0,2003-09-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030911,0,2003-09-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030912,0,2003-09-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030913,0,2003-09-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030914,0.11542947473676801,2003-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030915,0,2003-09-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030916,0,2003-09-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030917,0,2003-09-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030918,0,2003-09-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030919,0.17559231321148785,2003-09-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030920,0,2003-09-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030921,0,2003-09-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030922,1.6929235385988144,2003-09-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030923,23.919478959071295,2003-09-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030924,2.3180282072297658,2003-09-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030925,16.135014304916922,2003-09-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030926,50.773030449666415,2003-09-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030927,36.84329774853098,2003-09-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030928,1.3647756203440282,2003-09-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030929,0,2003-09-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030930,0.38863945907886754,2003-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031001,11.554211108125404,2003-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031002,4.190893302435946,2003-10-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031003,0.10227988288432342,2003-10-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031004,0.44604016674688507,2003-10-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031005,0,2003-10-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031006,0,2003-10-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031007,1.6685752630802784,2003-10-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031008,1.6325316249287292,2003-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031009,1.8640265,2003-10-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031010,0.081844867,2003-10-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031011,2.7817877380931852,2003-10-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031012,0,2003-10-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031013,0,2003-10-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031014,0,2003-10-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031015,0,2003-10-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031016,0,2003-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031017,0,2003-10-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031018,0,2003-10-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031019,0,2003-10-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031020,3.241488345987607,2003-10-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031021,0,2003-10-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031022,0,2003-10-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031023,0,2003-10-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031024,0,2003-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031025,0,2003-10-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031026,0,2003-10-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031027,0,2003-10-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031028,0,2003-10-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031029,0.23203027614233615,2003-10-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031030,0.5212176346578143,2003-10-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031031,15.09976820404297,2003-10-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031101,7.389098668156022,2003-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031102,3.5127475189396695,2003-11-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031103,0,2003-11-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031104,0,2003-11-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031105,0,2003-11-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031106,0,2003-11-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031107,0,2003-11-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031108,0,2003-11-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031109,0,2003-11-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031110,0,2003-11-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031111,0,2003-11-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031112,0,2003-11-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031113,0,2003-11-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031114,0,2003-11-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031115,0,2003-11-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031116,0.008971747,2003-11-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031117,0,2003-11-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031118,0,2003-11-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031119,0,2003-11-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031120,0,2003-11-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031121,0,2003-11-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031122,0,2003-11-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031123,0,2003-11-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031124,0,2003-11-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031125,0,2003-11-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031126,0,2003-11-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031127,0,2003-11-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
